CustomerId,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Exited
15783541,755,1,31.0,5,0.0,2,0,1,194660.78,0,4,4,535,True,False,False,0
15797329,626,1,43.0,4,137638.69,1,1,0,130442.08,1,2,2,560,True,False,False,1
15594685,757,0,49.0,2,0.0,2,0,0,164482.92,0,1,3,265,True,False,False,0
15811290,680,1,44.0,0,129974.79,2,1,1,33391.38,0,5,3,741,False,True,False,0
15720463,796,1,30.0,2,137262.71,2,1,0,62905.29,0,1,1,935,True,False,False,0
15643056,755,0,38.0,1,82083.52,1,0,1,10333.78,0,4,4,447,False,True,False,0
15728006,524,1,40.0,2,180516.9,1,1,0,180002.42,0,4,2,626,True,False,False,0
15631406,459,1,50.0,5,109387.9,1,1,0,155721.15,0,3,3,894,False,True,False,0
15615126,780,0,37.0,3,0.0,2,0,0,182156.81,1,4,3,991,True,False,False,1
15809087,598,1,64.0,1,0.0,2,1,0,195635.3,1,1,3,839,True,False,False,1
15725772,654,0,36.0,2,0.0,2,1,1,146652.11,0,1,3,576,False,False,True,0
15806389,549,0,55.0,1,137592.31,2,0,1,116548.02,1,4,3,319,False,True,False,1
15668775,757,1,47.0,3,130747.1,1,1,0,143829.54,0,1,1,303,True,False,False,0
15752344,714,1,34.0,5,0.0,2,1,0,193040.32,0,3,1,446,False,False,True,0
15599386,627,1,28.0,5,71097.23,1,1,1,130504.49,0,2,4,621,False,True,False,0
15582849,757,0,51.0,1,0.0,1,1,1,22835.13,1,2,1,740,True,False,False,1
15611635,678,0,39.0,6,0.0,1,0,1,185366.56,0,4,2,965,False,False,True,0
15595391,538,1,31.0,1,0.0,2,1,0,1375.46,0,1,3,360,True,False,False,0
15674765,553,1,44.0,4,0.0,1,1,0,10789.3,0,1,2,780,False,False,True,0
15719958,850,1,39.0,3,124548.99,2,1,1,120380.12,0,2,4,243,False,True,False,0
15771636,793,0,36.0,0,0.0,1,0,0,148993.47,0,2,1,847,False,False,True,0
15757867,570,0,30.0,10,176173.52,1,1,0,97045.32,1,2,2,539,True,False,False,1
15642022,621,1,34.0,8,0.0,1,0,0,47972.65,0,3,4,309,False,False,True,0
15747762,609,1,32.0,7,118520.41,1,0,0,3815.48,0,1,2,733,True,False,False,0
15797389,604,1,23.0,9,124577.33,1,1,1,7267.25,0,4,4,470,False,False,True,0
15578878,569,0,30.0,3,139528.23,1,1,1,33230.37,0,4,1,705,False,False,True,0
15784687,592,1,36.0,1,126477.42,1,0,0,179718.17,0,2,3,956,True,False,False,0
15780212,592,1,37.0,4,212692.97,1,0,0,176395.02,0,1,2,232,True,False,False,0
15743490,795,0,56.0,9,94348.94,1,1,0,29239.29,1,1,3,414,False,True,False,1
15755209,484,0,35.0,7,133868.21,1,1,1,27286.1,0,2,1,415,False,False,True,0
15569682,768,1,37.0,9,108308.11,1,1,0,41788.25,1,1,2,346,False,True,False,1
15689168,531,1,37.0,1,143407.29,2,0,1,84402.46,0,1,1,556,False,False,True,0
15784918,498,1,35.0,2,121968.11,2,0,1,188343.05,0,1,2,563,False,True,False,0
15812324,779,1,27.0,1,0.0,2,1,1,190623.02,0,1,1,620,True,False,False,0
15629575,717,1,36.0,2,148061.89,1,1,0,179128.69,1,5,3,969,True,False,False,1
15641732,543,0,36.0,3,0.0,2,0,0,26019.59,0,2,4,255,True,False,False,0
15734565,696,1,29.0,8,0.0,2,1,0,191166.09,0,5,2,921,True,False,False,0
15624424,678,0,49.0,1,0.0,2,1,1,102472.9,0,1,2,502,False,False,True,0
15646082,676,0,34.0,8,82909.14,1,1,0,91817.38,1,1,2,502,True,False,False,1
15689633,845,0,38.0,2,112803.92,1,1,0,179631.85,0,1,4,881,False,False,True,0
15739548,775,1,28.0,9,111167.7,1,1,0,149331.01,0,5,1,684,True,False,False,0
15628893,681,1,29.0,8,0.0,1,1,0,66367.33,0,2,2,479,True,False,False,0
15699389,807,1,42.0,7,118274.71,1,1,1,25885.72,0,3,4,899,True,False,False,0
15633378,692,0,49.0,9,0.0,2,1,0,178342.63,0,1,3,373,False,False,True,0
15667934,512,1,36.0,0,129804.17,1,1,0,53020.9,0,2,3,349,True,False,False,0
15586585,698,0,51.0,2,111018.98,1,1,0,86410.28,0,4,4,751,False,True,False,0
15714658,696,0,33.0,4,0.0,2,1,1,73371.65,0,3,3,348,True,False,False,0
15583499,510,1,32.0,9,103324.78,1,1,1,46127.7,0,3,2,244,True,False,False,0
15793854,723,1,42.0,2,99095.73,1,1,1,17512.53,0,3,4,505,True,False,False,0
15696826,633,0,32.0,1,104001.38,1,0,1,36642.65,0,3,4,511,True,False,False,0
15619898,785,1,55.0,5,0.0,2,1,1,7008.65,0,2,4,263,True,False,False,0
15593014,525,1,33.0,1,112833.35,1,0,1,175178.56,0,3,3,590,True,False,False,0
15723884,758,1,40.0,3,0.0,2,0,0,96097.65,0,1,4,864,False,False,True,0
15579223,573,1,30.0,8,127406.5,1,1,0,192950.6,0,4,3,927,False,True,False,0
15670646,499,0,42.0,0,147187.84,1,1,1,14868.94,1,5,1,662,False,False,True,1
15687162,461,1,51.0,9,119889.84,1,0,0,56767.67,1,1,2,933,True,False,False,1
15656322,571,1,33.0,3,71843.15,1,1,0,26772.04,0,5,4,294,False,True,False,0
15722212,696,0,41.0,8,0.0,2,0,0,28276.83,0,3,3,628,True,False,False,0
15621210,599,1,46.0,9,123444.72,1,1,1,31368.08,1,3,4,726,False,True,False,1
15604732,483,0,30.0,9,0.0,2,0,0,136356.97,0,3,3,970,True,False,False,0
15803633,678,0,46.0,1,0.0,2,0,0,82106.19,0,4,3,908,True,False,False,0
15751943,529,0,43.0,5,0.0,2,0,0,79476.63,0,4,2,400,False,False,True,0
15787222,676,1,28.0,1,69459.05,2,1,1,128461.29,0,4,4,917,False,True,False,0
15642997,655,0,36.0,2,147149.59,1,1,1,87816.86,0,5,2,680,True,False,False,0
15724632,537,0,41.0,0,0.0,2,0,1,175262.49,0,5,1,866,True,False,False,0
15729246,847,1,31.0,5,0.0,2,1,1,76326.67,0,4,1,791,False,False,True,0
15747808,712,1,29.0,3,102540.61,1,1,1,189680.79,0,1,3,415,True,False,False,0
15580935,687,1,33.0,9,135962.4,2,1,0,121747.96,0,1,3,493,False,True,False,0
15815097,603,0,34.0,9,0.0,2,1,0,167916.35,0,3,4,896,True,False,False,0
15718406,540,1,41.0,3,0.0,2,1,0,121098.65,0,2,2,781,True,False,False,0
15627002,728,1,38.0,1,115934.74,1,1,1,139059.05,0,5,2,672,True,False,False,0
15697201,640,0,46.0,3,0.0,1,1,1,156260.08,0,1,2,777,False,False,True,0
15687094,717,0,28.0,9,82498.14,2,0,0,40437.67,0,5,2,270,False,True,False,0
15603914,614,1,40.0,6,0.0,1,1,1,20339.79,1,4,3,438,True,False,False,1
15727353,650,0,64.0,7,142028.36,1,1,0,32275.09,1,3,3,602,True,False,False,1
15699467,631,0,41.0,0,0.0,1,0,0,87959.83,0,2,3,557,False,False,True,0
15788118,656,1,33.0,7,138705.02,2,1,0,37136.15,0,1,2,396,True,False,False,0
15770174,762,1,29.0,6,141389.06,1,1,0,54122.89,0,2,4,635,True,False,False,0
15663294,703,1,32.0,1,125685.79,1,1,1,56246.72,0,4,4,960,True,False,False,0
15620398,635,0,34.0,5,98683.47,2,1,0,15733.19,0,3,1,558,False,False,True,0
15738267,544,0,64.0,3,124043.8,1,1,1,111402.97,1,1,4,642,True,False,False,1
15770345,559,0,31.0,1,139183.06,1,0,1,143360.56,0,1,4,529,False,False,True,0
15759456,609,1,34.0,7,140694.78,2,1,0,46266.63,0,3,4,726,False,False,True,0
15625175,742,0,43.0,6,97067.69,1,0,1,60920.03,1,5,2,375,False,True,False,1
15634606,634,1,52.0,1,0.0,2,1,1,176913.42,0,4,3,928,False,False,True,0
15669946,663,0,46.0,2,141726.88,1,1,1,58257.23,0,1,2,320,False,True,False,0
15698619,593,1,43.0,9,0.0,2,1,1,76357.43,0,1,4,931,True,False,False,0
15576774,729,0,38.0,7,0.0,2,0,0,45779.9,0,2,4,606,True,False,False,0
15806318,676,0,48.0,2,124442.38,1,1,0,15068.53,1,4,2,879,False,True,False,1
15603247,743,0,35.0,1,146781.24,1,1,0,189307.7,0,2,4,273,False,True,False,0
15792525,628,0,61.0,1,97361.66,1,1,1,149922.38,1,5,2,657,False,True,False,1
15669805,748,0,31.0,1,99557.94,1,1,0,199255.32,0,1,4,425,False,True,False,0
15611287,777,0,30.0,4,0.0,2,0,1,115611.97,0,1,4,561,True,False,False,0
15677141,586,1,29.0,2,132450.24,1,1,1,36176.63,0,3,4,423,False,False,True,0
15612633,581,1,43.0,9,78022.61,1,0,1,30662.91,0,4,3,914,False,False,True,0
15670343,576,1,21.0,6,0.0,2,0,0,72306.07,0,2,2,600,False,False,True,0
15648455,647,1,51.0,4,131156.76,1,1,0,29883.63,0,3,2,531,False,True,False,0
15608595,748,0,39.0,3,157371.54,1,0,1,97734.3,0,1,3,510,True,False,False,0
15698902,547,0,42.0,1,142703.4,1,1,0,86207.49,1,5,3,731,False,True,False,1
15773973,765,1,41.0,2,0.0,2,0,1,191215.61,0,4,4,547,True,False,False,0
15795878,636,1,45.0,3,0.0,2,1,1,159463.8,0,3,2,306,False,False,True,0
15592028,549,0,46.0,7,0.0,1,1,1,109057.56,0,2,4,940,True,False,False,0
15781307,779,1,37.0,7,120092.52,2,1,0,135925.72,0,1,2,466,False,True,False,0
15615050,575,1,47.0,9,107915.94,2,1,1,63452.18,1,5,4,232,False,True,False,1
15594812,806,0,37.0,2,137794.18,2,0,1,75232.02,0,2,1,691,False,False,True,0
15774250,532,1,42.0,1,159024.71,1,1,0,100982.93,1,5,2,564,True,False,False,1
15667651,585,0,33.0,8,0.0,2,1,0,114182.07,0,4,3,779,False,False,True,0
15751491,443,1,50.0,3,117206.3,1,1,0,42840.18,1,1,3,792,False,True,False,1
15701809,749,0,28.0,3,0.0,1,1,0,3408.7,0,1,2,811,False,False,True,0
15677217,705,1,30.0,1,0.0,1,1,1,181300.32,0,5,1,554,True,False,False,0
15759991,748,1,36.0,4,141573.55,1,1,0,82158.14,0,3,1,499,False,False,True,0
15782688,625,1,56.0,0,148507.24,1,1,0,46824.08,1,3,3,410,False,True,False,1
15743714,468,1,46.0,7,91443.75,1,1,0,10958.18,0,1,2,748,True,False,False,0
15622305,746,0,33.0,2,107868.14,2,1,1,146192.4,0,1,2,459,False,True,False,0
15763980,632,1,30.0,1,58668.02,1,1,1,78670.52,0,1,2,398,False,True,False,0
15772632,680,0,34.0,1,0.0,2,1,0,167035.07,0,3,4,579,True,False,False,0
15568953,477,1,27.0,1,128554.98,1,1,1,133173.19,0,1,3,248,True,False,False,0
15736287,586,1,33.0,9,0.0,1,1,0,6975.02,0,5,4,871,True,False,False,0
15754569,664,1,57.0,1,0.0,2,1,1,56562.57,0,3,3,910,True,False,False,0
15710087,705,0,54.0,3,125889.3,2,1,0,96013.5,1,2,3,674,False,True,False,1
15750755,449,0,33.0,8,0.0,2,0,0,156792.89,0,1,2,651,False,False,True,0
15731755,680,1,49.0,10,0.0,2,1,0,187008.45,0,2,3,933,True,False,False,0
15598782,755,0,30.0,6,154221.37,2,0,1,62688.55,0,2,2,356,False,True,False,0
15713346,794,1,24.0,10,146126.75,1,1,1,88992.05,0,1,2,431,True,False,False,0
15637522,507,0,31.0,0,106942.08,1,0,1,44001.11,0,2,3,817,True,False,False,0
15598700,676,0,30.0,5,0.0,2,0,1,157888.5,0,4,1,608,False,False,True,0
15754342,597,0,60.0,0,78539.84,1,0,1,48502.88,0,1,4,786,False,True,False,0
15771873,776,0,37.0,2,103769.22,2,1,0,194099.12,0,1,1,268,False,True,False,0
15660417,613,0,43.0,10,120481.69,1,0,0,94875.03,1,1,4,333,False,True,False,1
15810563,678,0,61.0,8,0.0,2,1,1,159938.82,0,1,1,617,False,False,True,0
15625021,585,1,42.0,2,0.0,2,1,1,18657.77,0,4,1,805,True,False,False,0
15760102,551,0,36.0,5,0.0,1,1,0,183479.12,0,4,3,960,True,False,False,0
15752081,468,0,56.0,10,0.0,2,0,1,62256.87,1,3,3,547,True,False,False,1
15727467,485,0,27.0,3,0.0,2,1,0,141449.86,0,5,1,901,True,False,False,0
15775562,538,0,33.0,5,0.0,2,1,0,126962.41,0,3,4,290,True,False,False,0
15583668,726,0,42.0,2,109471.79,1,0,1,175161.05,0,5,2,899,True,False,False,0
15640905,579,0,35.0,1,129490.36,2,0,1,8590.83,1,4,2,247,False,False,True,1
15647782,729,1,36.0,8,152899.24,2,1,0,177130.33,0,4,1,625,False,True,False,0
15693259,676,1,30.0,1,128207.23,1,1,1,55400.17,0,2,2,523,True,False,False,0
15598070,564,0,33.0,4,135946.26,1,1,0,63170.0,0,3,4,696,True,False,False,0
15680767,717,0,64.0,10,98362.35,2,1,1,21630.21,0,1,1,682,False,True,False,0
15715951,562,1,42.0,2,100238.35,1,0,0,86797.41,0,5,3,709,True,False,False,0
15669204,650,1,23.0,4,93911.3,2,1,0,69055.45,0,5,3,774,False,True,False,0
15577985,574,0,34.0,5,112324.45,2,1,1,17993.43,0,4,2,674,True,False,False,0
15735572,629,1,59.0,9,113657.83,1,1,1,116848.79,1,2,1,968,True,False,False,1
15671387,507,0,29.0,4,89349.47,2,0,0,180626.68,0,3,2,889,True,False,False,0
15786739,669,1,37.0,1,125529.55,1,1,1,162260.93,0,5,3,720,True,False,False,0
15676909,667,0,34.0,5,0.0,2,1,0,163830.64,0,5,4,627,False,False,True,0
15805162,550,1,25.0,0,0.0,2,1,1,184221.11,0,5,3,499,True,False,False,0
15715673,651,0,46.0,4,89743.05,1,1,0,156425.57,1,5,3,860,False,False,True,1
15700656,662,1,32.0,9,0.0,2,0,0,65089.38,0,1,3,670,True,False,False,0
15806901,584,0,39.0,2,112687.69,1,1,1,127749.61,0,4,3,857,True,False,False,0
15715345,743,1,25.0,6,0.0,2,1,0,129740.11,0,2,2,748,False,False,True,0
15673074,527,0,30.0,6,126663.51,1,1,1,162267.91,0,4,1,617,False,True,False,0
15634143,581,1,30.0,0,53291.86,1,0,0,196582.28,0,1,3,314,False,False,True,0
15596575,615,1,39.0,5,113193.51,2,1,1,52166.25,0,4,3,624,False,True,False,0
15791040,801,1,58.0,1,79954.61,2,1,1,30484.19,0,1,2,760,False,False,True,0
15766355,550,1,49.0,0,108806.96,2,1,0,61446.92,1,5,1,431,False,True,False,1
15736399,606,1,42.0,10,0.0,2,1,0,177938.52,0,2,3,230,False,False,True,0
15639576,691,1,26.0,9,136623.19,1,1,0,153228.0,0,3,2,550,True,False,False,0
15673995,516,0,65.0,9,102541.1,1,1,0,181490.42,0,4,3,933,False,False,True,0
15785798,850,1,40.0,9,0.0,2,0,1,119232.33,0,2,2,241,True,False,False,0
15607748,498,1,37.0,8,108432.88,2,1,1,14865.05,0,3,4,457,False,True,False,0
15634551,727,1,46.0,3,115248.11,2,1,0,130752.01,1,3,4,343,False,True,False,1
15701175,493,0,33.0,8,90791.69,1,1,1,59659.53,0,3,4,865,True,False,False,0
15586133,666,0,44.0,2,122314.5,1,0,0,68574.88,1,5,2,837,False,True,False,1
15713379,669,1,26.0,4,0.0,2,1,1,197594.34,0,2,2,829,True,False,False,0
15568595,544,1,64.0,9,113829.45,1,1,1,124341.49,0,3,2,562,True,False,False,0
15701738,612,1,44.0,2,115163.38,1,1,1,97677.52,1,1,4,244,False,True,False,1
15598586,680,1,31.0,10,113292.17,1,1,1,122639.73,0,3,2,714,True,False,False,0
15695499,510,0,45.0,10,103821.47,2,0,1,77878.62,0,3,1,413,True,False,False,0
15787772,759,0,38.0,1,104091.29,1,0,0,91561.91,0,1,3,875,True,False,False,0
15717225,544,0,21.0,10,161525.96,2,1,0,9262.77,0,2,3,458,True,False,False,0
15782802,582,1,26.0,6,114450.32,1,1,1,14081.64,0,2,1,480,False,True,False,0
15732175,776,1,37.0,2,0.0,1,0,1,8065.0,0,3,1,846,True,False,False,0
15756305,515,0,66.0,6,0.0,2,1,1,160663.11,0,2,3,282,True,False,False,0
15599251,602,1,32.0,7,184715.86,2,1,0,113781.99,0,5,2,879,False,True,False,0
15771668,578,1,59.0,10,185966.64,1,0,0,9445.42,1,2,2,422,True,False,False,1
15724563,752,0,42.0,3,65046.08,2,0,1,140139.28,0,5,3,535,False,True,False,0
15737556,590,1,43.0,7,81076.8,2,1,1,182627.25,1,1,4,253,True,False,False,1
15651943,580,0,65.0,1,0.0,2,0,1,103182.46,0,1,2,352,False,False,True,0
15655123,505,0,45.0,9,131355.3,2,1,0,195395.33,1,2,3,661,False,False,True,1
15780411,570,0,46.0,3,0.0,2,0,0,820.46,0,3,1,909,True,False,False,0
15711521,609,1,39.0,3,121778.71,1,1,1,138399.67,0,3,3,985,True,False,False,0
15747821,554,0,31.0,6,135470.9,1,1,0,107074.81,0,3,4,382,False,True,False,0
15640421,811,0,35.0,7,0.0,1,1,1,178.19,0,5,1,997,True,False,False,0
15687752,641,1,30.0,2,87505.47,2,0,1,7278.57,0,2,4,893,True,False,False,0
15573893,569,1,25.0,9,173459.45,2,1,1,44381.06,0,3,2,255,False,True,False,0
15667751,487,0,36.0,1,140137.15,1,1,0,194073.33,0,2,4,677,False,False,True,0
15737080,510,0,32.0,1,0.0,2,0,1,28515.17,0,4,1,523,True,False,False,0
15769703,550,0,45.0,8,111257.59,1,0,0,97623.42,1,1,1,448,False,True,False,1
15737705,775,0,27.0,4,152309.37,1,1,0,104112.0,0,2,2,591,True,False,False,0
15811261,617,1,42.0,0,70105.87,1,1,1,120830.73,0,3,1,702,False,False,True,0
15687946,556,0,61.0,2,117419.35,1,1,1,94153.83,0,3,3,789,True,False,False,0
15655171,624,1,72.0,3,0.0,1,1,1,65801.44,0,1,3,387,True,False,False,0
15684042,636,1,34.0,2,40105.51,2,0,1,53512.16,0,3,4,356,False,True,False,0
15752463,826,0,29.0,4,129938.07,1,0,1,190200.53,0,1,2,708,False,False,True,0
15677764,461,0,72.0,1,186445.31,2,1,1,196767.83,0,3,2,885,False,True,False,0
15632345,754,0,35.0,4,0.0,2,1,0,44830.71,0,1,2,992,True,False,False,0
15623102,713,1,38.0,6,116980.78,2,0,1,76038.38,0,3,2,503,False,False,True,0
15752846,699,1,28.0,7,0.0,2,1,1,22684.78,0,2,2,638,True,False,False,0
15580366,566,1,54.0,4,118614.6,2,1,1,172601.62,0,3,1,572,False,True,False,0
15725478,775,1,60.0,7,0.0,2,1,1,111558.7,0,1,1,830,True,False,False,0
15800287,706,0,46.0,2,127660.46,2,1,0,150156.82,1,2,3,334,False,False,True,1
15684358,711,1,41.0,3,0.0,2,1,1,193747.57,0,4,2,876,True,False,False,0
15681115,787,1,39.0,10,108935.39,1,1,1,101168.3,0,5,4,637,False,False,True,0
15625524,512,1,40.0,5,0.0,2,1,1,146457.83,0,3,4,435,True,False,False,0
15608387,786,0,29.0,4,0.0,2,1,0,103372.79,0,4,1,245,True,False,False,0
15673055,494,1,38.0,7,0.0,2,1,1,6203.66,0,3,3,527,False,False,True,0
15706557,626,0,52.0,0,0.0,2,1,0,32159.46,1,3,1,959,True,False,False,1
15627412,605,1,39.0,3,0.0,2,1,0,199390.45,0,3,1,405,True,False,False,0
15797686,558,1,38.0,8,113000.92,1,1,1,152872.39,0,2,2,784,True,False,False,0
15582714,749,1,47.0,9,110022.74,1,0,1,135655.29,1,3,2,634,False,True,False,1
15766826,824,1,26.0,7,146266.0,1,1,0,21903.62,1,2,2,867,True,False,False,1
15789095,775,1,30.0,4,0.0,2,0,1,57461.13,0,5,3,368,False,False,True,0
15616168,610,0,35.0,7,81905.95,1,1,1,61623.19,0,3,2,402,True,False,False,0
15591724,560,0,44.0,5,143244.97,1,1,0,98661.27,0,5,4,768,True,False,False,0
15707488,560,0,27.0,5,0.0,2,1,0,131919.48,0,2,4,563,True,False,False,0
15760662,521,0,29.0,2,87212.8,1,1,1,994.86,0,1,3,836,False,True,False,0
15753591,438,1,38.0,2,0.0,2,1,0,136859.55,0,5,1,416,True,False,False,0
15780804,482,1,55.0,5,97318.25,1,0,1,78416.14,0,5,2,408,True,False,False,0
15645371,613,0,51.0,7,147262.11,1,1,1,53630.9,1,1,1,669,False,True,False,1
15793896,677,1,40.0,7,95312.8,1,1,1,62944.75,0,1,4,978,False,False,True,0
15576185,653,1,29.0,2,0.0,2,1,1,41671.81,0,5,3,718,True,False,False,0
15663441,700,0,40.0,4,148571.07,1,1,0,189826.96,1,2,1,266,False,True,False,1
15773890,733,1,22.0,5,0.0,2,1,1,117202.19,0,3,4,279,True,False,False,0
15724623,704,0,24.0,7,113034.22,1,1,0,162503.48,1,2,3,801,False,True,False,1
15815690,614,0,40.0,3,113348.5,1,1,1,77789.01,0,5,3,407,False,False,True,0
15704466,692,0,34.0,7,0.0,2,1,0,195074.62,0,1,4,427,True,False,False,0
15739189,561,0,33.0,6,0.0,2,1,0,45261.47,0,1,4,704,False,False,True,0
15611729,703,1,39.0,1,141559.5,1,1,1,31257.1,1,2,2,589,False,True,False,1
15699772,428,0,40.0,3,129248.11,2,1,0,72876.43,1,2,1,758,False,True,False,1
15759566,617,1,72.0,10,0.0,2,1,1,53949.98,0,3,1,957,True,False,False,0
15668057,669,0,31.0,6,113000.66,1,1,0,40467.82,0,4,2,655,True,False,False,0
15591985,708,0,51.0,8,70754.18,1,1,1,92920.04,1,2,3,1000,True,False,False,1
15683363,540,1,39.0,1,0.0,1,0,1,108419.41,0,2,4,727,False,False,True,0
15583480,807,0,36.0,4,0.0,2,0,1,147007.33,0,5,2,461,True,False,False,0
15679770,611,0,61.0,3,131583.59,2,0,1,66238.23,1,3,3,755,True,False,False,1
15590476,589,1,28.0,7,0.0,2,1,0,151645.96,0,4,1,553,True,False,False,0
15726945,677,0,72.0,8,0.0,2,1,1,153604.44,0,2,3,341,True,False,False,0
15700300,674,0,44.0,4,131593.85,1,0,1,171345.02,1,2,2,558,False,True,False,1
15802501,724,1,33.0,5,103564.83,2,1,0,121085.72,0,1,2,352,False,True,False,0
15572956,683,1,36.0,5,115350.63,1,1,1,122305.91,0,5,4,398,True,False,False,0
15696605,571,1,49.0,4,180614.04,1,0,0,523.0,0,3,4,651,True,False,False,0
15599081,507,0,46.0,8,102785.16,1,1,1,70323.68,0,1,2,633,False,True,False,0
15701439,698,0,50.0,1,0.0,2,1,0,88566.9,1,3,3,341,False,False,True,1
15674620,679,0,37.0,8,77373.87,2,0,1,174873.09,0,2,2,720,False,True,False,0
15811589,716,1,42.0,8,0.0,2,1,0,180800.42,0,2,1,427,False,False,True,0
15584452,667,1,41.0,6,0.0,2,0,0,167181.77,0,2,3,298,True,False,False,0
15795132,735,0,25.0,3,91718.8,1,0,0,28411.23,0,3,3,906,True,False,False,0
15655590,581,1,46.0,2,79385.21,2,0,0,188492.82,0,1,2,639,False,False,True,0
15804357,481,1,40.0,3,0.0,1,1,1,32319.93,0,2,2,415,True,False,False,0
15714634,837,1,26.0,4,89900.24,2,1,0,175477.03,0,2,4,265,True,False,False,0
15761141,604,0,71.0,10,0.0,2,1,1,129984.2,0,1,2,750,False,False,True,0
15596992,482,1,45.0,7,156353.46,1,1,0,72643.95,1,4,3,647,False,True,False,1
15651823,590,0,60.0,6,147751.75,1,1,0,88206.04,1,3,1,289,True,False,False,1
15768367,781,0,27.0,7,186558.55,1,1,1,175071.29,1,2,2,403,True,False,False,1
15746199,558,0,41.0,6,0.0,1,1,1,143585.29,1,1,2,331,True,False,False,1
15671256,850,0,35.0,1,211774.31,1,1,0,188574.12,1,2,3,757,True,False,False,1
15759555,569,1,41.0,2,0.0,2,1,0,134272.57,0,5,1,991,False,False,True,0
15692929,791,0,42.0,10,113657.41,2,0,1,139946.68,1,1,1,634,False,True,False,1
15645839,570,1,37.0,6,0.0,1,1,1,187758.5,0,2,1,469,True,False,False,0
15770498,798,0,37.0,4,111723.08,1,1,1,83478.12,0,4,1,778,True,False,False,0
15635097,599,1,39.0,2,188976.89,2,0,1,176142.09,0,3,1,729,False,True,False,0
15624611,497,1,37.0,8,128650.11,2,1,1,163641.53,0,1,1,525,False,False,True,0
15570908,687,0,29.0,7,93617.07,1,0,1,113050.92,0,2,3,856,False,False,True,0
15583067,687,0,36.0,4,97157.96,1,0,1,63185.05,0,2,3,817,True,False,False,0
15673591,842,1,44.0,3,141252.18,2,0,1,128521.16,1,5,3,741,True,False,False,1
15746726,438,1,31.0,8,78398.69,1,1,0,44937.01,0,4,3,809,False,True,False,0
15806081,608,0,48.0,2,127924.25,2,1,0,32202.61,0,1,4,794,False,True,False,0
15621423,736,0,42.0,7,117280.23,2,0,0,41921.06,1,5,2,788,True,False,False,1
15637891,613,0,43.0,4,140681.68,1,0,1,20134.07,0,3,3,290,False,True,False,0
15755798,610,1,33.0,4,111582.11,1,0,0,113943.17,0,4,4,692,True,False,False,0
15609475,604,0,39.0,7,98544.11,1,1,1,52327.57,0,2,3,668,False,False,True,0
15602554,664,0,31.0,9,114519.57,2,0,1,79222.02,0,4,1,399,True,False,False,0
15580988,842,1,29.0,8,0.0,2,1,1,123437.05,0,2,4,466,True,False,False,0
15767908,567,1,38.0,6,127678.8,2,0,0,45422.89,0,1,2,871,True,False,False,0
15773039,550,1,37.0,3,0.0,1,1,1,179670.31,0,3,2,516,True,False,False,0
15607877,576,1,26.0,8,0.0,2,0,1,34101.06,0,4,3,341,False,False,True,0
15656121,733,1,31.0,6,157791.07,2,0,0,177994.81,0,5,1,845,False,True,False,0
15739997,716,0,23.0,2,94464.81,2,0,1,185900.88,0,5,3,351,True,False,False,0
15579647,682,1,42.0,0,0.0,1,1,1,160828.98,0,5,1,262,True,False,False,0
15750867,489,0,46.0,8,92060.06,1,1,0,147222.95,1,2,4,865,False,True,False,1
15636673,667,1,31.0,1,119266.69,1,1,1,28257.63,0,2,1,730,True,False,False,0
15573741,698,1,38.0,10,95010.92,1,1,1,105227.86,0,4,1,227,False,False,True,0
15699335,615,0,33.0,3,137657.25,2,1,1,171657.57,0,4,3,676,False,True,False,0
15748381,613,0,29.0,6,185709.28,2,1,1,77242.19,0,2,1,784,True,False,False,0
15768151,514,0,45.0,3,109032.23,1,0,1,155407.21,1,2,4,764,False,True,False,1
15636982,705,0,43.0,7,79974.55,1,1,1,103108.33,0,1,1,475,False,True,False,0
15605826,652,1,46.0,10,121063.8,2,1,0,151481.86,1,5,1,683,False,True,False,1
15746662,568,0,27.0,1,116320.68,1,0,1,45563.94,0,4,4,376,False,False,True,0
15637315,601,0,41.0,3,0.0,2,1,0,54342.83,0,5,3,560,False,False,True,0
15636023,619,0,40.0,10,0.0,1,1,1,147093.84,1,3,4,298,True,False,False,1
15722072,630,1,53.0,5,138053.67,1,0,1,114110.97,0,1,2,536,True,False,False,0
15689886,626,1,39.0,10,132287.92,2,1,1,51467.92,1,5,3,880,False,True,False,1
15570859,626,1,36.0,2,181671.16,2,1,1,57531.14,0,1,4,267,False,True,False,0
15716082,703,1,39.0,6,152685.4,1,0,0,183656.12,0,2,4,994,False,False,True,0
15810839,610,1,34.0,0,103108.17,1,0,0,125646.82,0,1,4,738,True,False,False,0
15697360,505,0,36.0,2,79951.9,1,0,1,174123.16,1,4,3,253,True,False,False,1
15622993,709,1,28.0,8,124695.72,2,1,0,145251.35,0,3,4,665,False,True,False,0
15801316,523,1,61.0,8,66250.71,1,1,1,21859.06,0,4,1,380,True,False,False,0
15720687,576,0,41.0,4,112609.91,1,0,0,191035.18,1,4,1,660,True,False,False,1
15600626,710,1,30.0,6,0.0,2,1,1,8991.17,0,2,3,834,True,False,False,0
15767681,470,1,34.0,9,0.0,2,0,1,89013.67,0,4,4,568,False,False,True,0
